requirement_id,source,source_file,source_locator,requirement,implementation_path,test_or_evidence_path,required_matrix,status,satisfied_by_prior_commit
"ASN-L0295","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 295; section Tracebox Full-Implementation Agent Prompt","registered-thread stack overflow;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0296","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 296; section Tracebox Full-Implementation Agent Prompt","partial and failed writes;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0297","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 297; section Tracebox Full-Implementation Agent Prompt","Android debuggerd/default behavior remains possible.","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0299","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 299; section Tracebox Full-Implementation Agent Prompt","ANR feasibility:","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0300","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 300; section Tracebox Full-Implementation Agent Prompt","healthy heartbeat overhead;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0301","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 301; section Tracebox Full-Implementation Agent Prompt","credible-stall capture;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0302","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 302; section Tracebox Full-Implementation Agent Prompt","on-demand nonfatal handler request;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0303","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 303; section Tracebox Full-Implementation Agent Prompt","maximum target-process pause;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0304","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 304; section Tracebox Full-Implementation Agent Prompt","request timeout and cancellation;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0305","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 305; section Tracebox Full-Implementation Agent Prompt","lifecycle adaptation;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0306","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 306; section Tracebox Full-Implementation Agent Prompt","false-positive characterization.","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0310","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 310; section Tracebox Full-Implementation Agent Prompt","do not silently drop the feature;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0311","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 311; section Tracebox Full-Implementation Agent Prompt","try up to three materially different implementation approaches unless the user authorizes more;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0312","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 312; section Tracebox Full-Implementation Agent Prompt","document evidence and attempted fixes;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0313","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 313; section Tracebox Full-Implementation Agent Prompt","stop before building incompatible architecture around a failed assumption;","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0314","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 314; section Tracebox Full-Implementation Agent Prompt","request a product decision and, where useful, draft a Proposed ADR.","phase0/; specs/; docs/adr/; native/; android/; benchmarks/; test-apps/","evidence/phase0/; benchmarks/; test-apps/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0322","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 322; section Tracebox Full-Implementation Agent Prompt","Kotlin event/value types and recording functions;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0323","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 323; section Tracebox Full-Implementation Agent Prompt","C and C++ structs/functions;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0324","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 324; section Tracebox Full-Implementation Agent Prompt","Rust raw bindings and safe wrappers;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0325","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 325; section Tracebox Full-Implementation Agent Prompt","protobuf-compatible record schemas;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0326","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 326; section Tracebox Full-Implementation Agent Prompt","disclosure labels;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0327","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 327; section Tracebox Full-Implementation Agent Prompt","decoder metadata;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0328","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 328; section Tracebox Full-Implementation Agent Prompt","generated documentation;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0329","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 329; section Tracebox Full-Implementation Agent Prompt","schema lint and compile-fail tests.","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0333","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 333; section Tracebox Full-Implementation Agent Prompt","C0 Essential;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0334","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 334; section Tracebox Full-Implementation Agent Prompt","C1 Operational;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0335","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 335; section Tracebox Full-Implementation Agent Prompt","C2 Sensitive;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0336","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 336; section Tracebox Full-Implementation Agent Prompt","Prohibited.","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0340","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 340; section Tracebox Full-Implementation Agent Prompt","Prohibited sources have no collection API.","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0344","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 344; section Tracebox Full-Implementation Agent Prompt","stable numeric IDs never reused;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0345","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 345; section Tracebox Full-Implementation Agent Prompt","explicit bounds;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0346","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 346; section Tracebox Full-Implementation Agent Prompt","explicit privacy class;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0347","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 347; section Tracebox Full-Implementation Agent Prompt","explicit retention eligibility;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0348","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 348; section Tracebox Full-Implementation Agent Prompt","explicit Direct Boot eligibility;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0349","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 349; section Tracebox Full-Implementation Agent Prompt","explicit redaction/transformation rules;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0350","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 350; section Tracebox Full-Implementation Agent Prompt","explicit evolution compatibility.","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0354","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 354; section Tracebox Full-Implementation Agent Prompt","process instance;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0355","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 355; section Tracebox Full-Implementation Agent Prompt","ordinary segment;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0356","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 356; section Tracebox Full-Implementation Agent Prompt","raw artifact;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0357","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 357; section Tracebox Full-Implementation Agent Prompt","structural summary;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0358","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 358; section Tracebox Full-Implementation Agent Prompt","summary spool segment;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0359","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 359; section Tracebox Full-Implementation Agent Prompt","snapshot;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0360","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 360; section Tracebox Full-Implementation Agent Prompt","emergency record;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0361","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 361; section Tracebox Full-Implementation Agent Prompt","coordinator boot session;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0362","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 362; section Tracebox Full-Implementation Agent Prompt","OS exit-correlation token;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0363","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 363; section Tracebox Full-Implementation Agent Prompt","policy epoch.","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0365","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 365; section Tracebox Full-Implementation Agent Prompt","Internal IDs must be replaced by canonical package-local IDs during export.","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
"ASN-L0369","ASSIGNMENT","IMPLEMENTATION_AGENT_PROMPT.md","line 369; section Tracebox Full-Implementation Agent Prompt","stable Kotlin public APIs;","schema/; tooling/schema-compiler/; android/tracebox-api/; native/include/; rust/","evidence/; module tests; conformance/","HOST_UNIT_STATIC; applicable Android endpoint","NOT_STARTED",""
